fuID,Label,Status,ReleasibilityType,LocationTypeList,InterpolationRole,PointType,StartLifeSpan,EndLifeSpan,HorizontalDatum,VerticalDatum
LOC_EEZ_6098,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6099,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6100,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6101,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6102,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6103,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6104,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6105,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6106,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6107,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6108,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6109,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6110,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6111,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6112,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6113,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6114,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6115,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6116,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6117,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6118,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6119,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6120,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6121,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6122,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6123,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6124,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6125,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6126,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6127,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6128,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6129,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6130,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6131,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6132,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6133,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6134,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6135,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6136,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6137,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6138,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6139,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6140,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6141,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6142,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6143,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6144,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6145,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6146,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6147,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6148,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6149,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6150,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6151,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6152,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6153,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6154,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6155,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6156,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6157,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6158,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6159,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6160,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6161,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6162,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6163,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6164,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6165,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6166,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6167,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6168,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6169,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6170,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6171,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6172,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6173,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6174,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6175,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6176,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6177,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6178,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6179,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6180,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6181,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6182,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6183,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6184,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6185,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6186,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6187,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6188,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6189,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6190,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6191,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6192,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6193,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6194,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6195,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6196,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6197,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6198,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6199,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6200,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6201,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6202,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6203,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6204,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6205,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6206,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6207,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6208,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6209,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6210,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6211,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6212,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6213,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6214,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6215,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6216,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6217,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6218,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6219,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6220,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6221,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6222,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6223,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6224,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6225,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6226,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6227,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6228,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6229,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6230,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6231,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6232,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6233,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6234,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6235,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6236,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6237,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
